Dia,Objetivo,"Nome do conjunto de anúncios","Nome do anúncio",Idade,Gênero,Alcance,Impressões,Frequência,"Tipo de resultado",Resultados,"Valor usado (BRL)","Custo por resultado","CPC (custo por clique no link)","CPM (custo por 1.000 impressões)","Cliques (todos)","CTR (todos)","Início dos relatórios","Término dos relatórios"
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",45-54,unknown,1,1,1,Alcance,1,0,0,,0,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",45-54,male,96,97,1.01041667,Alcance,96,0.14,1.45833333,,1.44329897,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",45-54,male,25,30,1.2,,,0.35,,,11.66666667,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",35-44,male,246,269,1.09349593,"Conversas por mensagem iniciadas",1,4.59,4.59,4.59,17.06319703,3,1.11524164,2026-03-18,2026-03-18
2026-03-18,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",35-44,female,488,532,1.09016393,,,9.28,,9.28,17.44360902,3,0.56390977,2026-03-18,2026-03-18
2026-03-18,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",25-34,female,249,276,1.10843373,,,3.47,,,12.57246377,1,0.36231884,2026-03-18,2026-03-18
2026-03-18,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",45-54,female,34,39,1.14705882,,,0.44,,,11.28205128,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",25-34,male,148,167,1.12837838,,,1.35,,,8.08383234,1,0.5988024,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",35-44,unknown,1,1,1,Alcance,1,0,0,,0,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",18-24,unknown,2,2,1,Alcance,2,0,0,,0,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",65+,male,27,28,1.03703704,Alcance,27,0.02,0.74074074,,0.71428571,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",35-44,unknown,4,4,1,,,0.19,,,47.5,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",25-34,male,801,819,1.02247191,Alcance,801,0.99,1.23595506,0.99,1.20879121,1,0.12210012,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",65+,female,29,29,1,Alcance,29,0.03,1.03448276,,1.03448276,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",25-34,female,1001,1030,1.02897103,Alcance,1001,0.94,0.93906094,0.94,0.91262136,1,0.09708738,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",55-64,female,60,60,1,Alcance,60,0.08,1.33333333,,1.33333333,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",55-64,male,46,46,1,Alcance,46,0.06,1.30434783,,1.30434783,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",45-54,female,110,112,1.01818182,Alcance,110,0.13,1.18181818,,1.16071429,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",25-34,unknown,3,3,1,Alcance,3,0,0,,0,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",35-44,female,403,409,1.01488834,Alcance,403,0.55,1.36476427,,1.34474328,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",35-44,male,419,420,1.00238663,Alcance,419,0.51,1.21718377,,1.21428571,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",18-24,female,1618,1618,1,Alcance,1618,2.04,1.26081582,,1.26081582,0,0,2026-03-18,2026-03-18
2026-03-18,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",18-24,male,1173,1200,1.0230179,Alcance,1173,1.32,1.12531969,,1.1,0,0,2026-03-18,2026-03-18
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",45-54,female,139,141,1.01438849,Alcance,139,0.14,1.00719424,,0.9929078,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",45-54,male,24,30,1.25,,,0.77,,,25.66666667,1,3.33333333,2026-03-17,2026-03-17
2026-03-17,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",35-44,male,232,282,1.21551724,,,6.87,,,24.36170213,5,1.77304965,2026-03-17,2026-03-17
2026-03-17,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",25-34,female,246,277,1.12601626,,,4.28,,4.28,15.45126354,4,1.44404332,2026-03-17,2026-03-17
2026-03-17,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",35-44,female,445,547,1.22921348,"Conversas por mensagem iniciadas",1,12.33,12.33,4.11,22.54113346,8,1.46252285,2026-03-17,2026-03-17
2026-03-17,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",25-34,male,165,188,1.13939394,"Conversas por mensagem iniciadas",1,6.11,6.11,6.11,32.5,1,0.53191489,2026-03-17,2026-03-17
2026-03-17,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",45-54,female,43,53,1.23255814,,,0.77,,,14.52830189,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",35-44,unknown,1,1,1,,,0.14,,,140,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",Unknown,male,1,1,1,Alcance,1,0,0,,0,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",45-54,unknown,1,1,1,Alcance,1,0,0,,0,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",65+,female,42,43,1.02380952,Alcance,42,0.03,0.71428571,,0.69767442,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",45-54,male,126,127,1.00793651,Alcance,126,0.15,1.19047619,,1.18110236,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",55-64,female,63,63,1,Alcance,63,0.05,0.79365079,,0.79365079,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",35-44,male,797,808,1.01380176,Alcance,797,0.92,1.15432873,,1.13861386,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",65+,male,24,24,1,Alcance,24,0.02,0.83333333,,0.83333333,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",18-24,unknown,3,3,1,Alcance,3,0,0,,0,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",25-34,female,1606,1606,1,Alcance,1606,1.74,1.08343711,0.87,1.08343711,2,0.124533,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",25-34,unknown,4,4,1,Alcance,4,0.03,7.5,,7.5,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",35-44,unknown,3,3,1,Alcance,3,0,0,,0,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",Unknown,female,1,1,1,Alcance,1,0,0,,0,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",18-24,female,1704,1726,1.0129108,Alcance,1704,1.96,1.15023474,1.96,1.13557358,2,0.11587486,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",25-34,male,1497,1498,1.000668,Alcance,1497,1.82,1.21576486,1.82,1.21495327,1,0.06675567,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",55-64,male,37,37,1,Alcance,37,0.04,1.08108108,,1.08108108,0,0,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",18-24,male,1267,1297,1.02367798,Alcance,1267,1.56,1.23125493,,1.20277564,2,0.154202,2026-03-17,2026-03-17
2026-03-17,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",35-44,female,890,914,1.02696629,Alcance,890,1.07,1.20224719,,1.17067834,0,0,2026-03-17,2026-03-17
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",35-44,female,1145,1161,1.0139738,Alcance,1145,1.36602899,1.19303842,1.36602899,1.17659689,2,0.17226529,2026-03-16,2026-03-16
2026-03-16,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",45-54,female,25,26,1.04,,,0.38,,,14.61538462,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",25-34,female,220,257,1.16818182,,,3.8,,,14.78599222,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",35-44,male,220,250,1.13636364,,,3.34,,,13.36,2,0.8,2026-03-16,2026-03-16
2026-03-16,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",35-44,female,377,425,1.12732095,,,7.58,,,17.83529412,3,0.70588235,2026-03-16,2026-03-16
2026-03-16,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",45-54,male,26,32,1.23076923,,,0.56,,,17.5,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",25-34,male,164,182,1.1097561,,,1.88,,,10.32967033,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_LEADS,"[Benditta] - [ Leads] - [Whats] - [IG, FB, WA] - [Metropolitana]","[Video 001-v2]",35-44,unknown,3,4,1.33333333,"Conversas por mensagem iniciadas",1,0.32,0.32,0.32,80,1,25,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",18-24,unknown,1,1,1,Alcance,1,0,0,,0,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",25-34,female,1341,1344,1.00223714,Alcance,1341,1.57542029,1.17481006,,1.17218772,1,0.07440476,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",65+,female,8,8,1,Alcance,8,0.00997101,1.24637681,,1.24637681,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",25-34,male,1446,1446,1,Alcance,1446,1.74492754,1.2067272,0.87246377,1.2067272,2,0.13831259,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",35-44,unknown,3,3,1,Alcance,3,0.00997101,3.3236715,,3.3236715,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",35-44,male,1017,1017,1,Alcance,1017,1.06689855,1.04906445,,1.04906445,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",65+,male,7,7,1,Alcance,7,0.00997101,1.42443064,,1.42443064,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",45-54,female,99,99,1,Alcance,99,0.12962319,1.30932514,,1.30932514,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",55-64,male,16,16,1,Alcance,16,0.00997101,0.62318841,,0.62318841,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",55-64,female,21,21,1,Alcance,21,0.03988406,1.89924086,,1.89924086,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",45-54,male,90,90,1,Alcance,90,0.04985507,0.55394525,,0.55394525,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",18-24,male,342,342,1,Alcance,342,0.34898551,1.02042546,,1.02042546,0,0,2026-03-16,2026-03-16
2026-03-16,OUTCOME_AWARENESS,"[Benditta] - [Alcance] - [IG] - [Metropolitana]","[Reels] - [Por trás de cada ambiente pronto]",18-24,female,429,433,1.00932401,Alcance,429,0.51849275,1.20860782,,1.19744285,0,0,2026-03-16,2026-03-16
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,25-34,male,4,5,1.25,,,0.46,,,92,0,0,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,55-64,male,2,2,1,,,0.04,,,20,0,0,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,18-24,male,2,2,1,,,0.07,,,35,0,0,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,65+,female,2,2,1,,,0.04,,,20,0,0,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,45-54,male,2,2,1,,,0.35,,,175,1,50,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,45-54,female,12,18,1.5,,,0.8,,,44.44444444,1,5.55555556,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,35-44,female,44,49,1.11363636,,,3.77,,3.77,76.93877551,7,14.28571429,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,25-34,female,24,27,1.125,,,1.32,,,48.88888889,1,3.7037037,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,55-64,female,9,9,1,,,0.42,,,46.66666667,0,0,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,35-44,male,6,9,1.5,,,0.45,,,50,0,0,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste B] - [Metropolitana]",Motion-001,18-24,female,4,4,1,,,0.03,,,7.5,0,0,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste A] - [Litoral Norte]",Motion-001,55-64,male,2,3,1.5,,,0.15,,,50,0,0,2026-03-12,2026-03-12
2026-03-12,OUTCOME_LEADS,"[Teste A] - [Litoral Norte]",Motion-001,18-24,male,4,4,1,,,0.06,,,15,0,0,2026-03-12,2026-03-12
